CustomerID,Count,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason
3197-ARFOY,1,United States,California,Ontario,91761,"34.035602, -117.591528",34.03560256958008,-117.5915298461914,Female,Yes,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,No,0,59,3524,
3197-NNYNB,1,United States,California,Jolon,93928,"35.930782, -121.189757",35.930782318115234,-121.18975830078125,Male,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,6631.85,No,0,28,5649,
3198-VELRD,1,United States,California,Marina Del Rey,90292,"33.977468, -118.445475",33.97746658325195,-118.44547271728516,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,Yes,1,100,2014,Attitude of support person
3199-NPKCN,1,United States,California,Menlo Park,94025,"37.449551, -122.183762",37.44955062866211,-122.18376159667969,Female,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,No,0,37,5649,
3199-XGZCY,1,United States,California,Granada Hills,91344,"34.291273, -118.505104",34.2912712097168,-118.5051040649414,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,No,0,74,2332,
3200-MNQTF,1,United States,California,Raisin City,93652,"36.594542, -119.905245",36.59454345703125,-119.90524291992188,Male,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,No,0,80,4361,
3205-MXZRA,1,United States,California,Standish,96128,"40.346634, -120.386422",40.34663391113281,-120.38642120361328,Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507.0,No,0,41,2074,
3207-OYBWH,1,United States,California,Newport Beach,92661,"33.601309, -117.902304",33.60131072998047,-117.90230560302734,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,1,86,6259,Attitude of support person
3208-YPIOE,1,United States,California,La Mesa,91942,"32.782501, -117.01611",32.782501220703125,-117.01611328125,Male,No,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,3017.65,Yes,1,96,4696,Competitor made better offer
3209-ZPKFI,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",33.20037078857422,-116.19231414794922,Male,No,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.25,2538.2,No,0,71,2320,
3211-AAPKX,1,United States,California,Woodland,95776,"38.694081, -121.694431",38.6940803527832,-121.69442749023438,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,No,0,42,3300,
3211-ILJTT,1,United States,California,Taft,93268,"35.184837, -119.402525",35.184837341308594,-119.40252685546875,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,Yes,1,67,4469,Attitude of service provider
3212-KXOCR,1,United States,California,Inglewood,90302,"33.975332, -118.355252",33.9753303527832,-118.35525512695312,Male,No,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,No,0,66,4158,
3213-VVOLG,1,United States,California,Sun City,92585,"33.739412, -117.173334",33.739410400390625,-117.17333221435547,Male,No,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,,No,0,49,2299,
3214-IYUUQ,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264739990234,-120.64127349853516,Female,No,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),93.7,5860.7,No,0,48,4300,
3217-FZDMN,1,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.97361755371094,-118.2490234375,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,1,83,3676,Service dissatisfaction
3219-JQRSL,1,United States,California,Monterey Park,91755,"34.049172, -118.115022",34.049171447753906,-118.11502075195312,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.1,6352.4,No,0,39,4627,
3221-CJMSG,1,United States,California,Mira Loma,91752,"33.999992, -117.535395",33.99999237060547,-117.53539276123047,Male,No,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,No,0,23,2515,
3223-DWFIO,1,United States,California,Forks Of Salmon,96031,"41.232128, -123.194748",41.23212814331055,-123.19474792480469,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,No,0,26,4140,
3223-WZWJM,1,United States,California,Petrolia,95558,"40.274302, -124.210902",40.2743034362793,-124.21089935302734,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,Yes,1,85,5869,Competitor offered higher download speeds
3224-DFQNQ,1,United States,California,Carmel Valley,93924,"36.414611, -121.6386",36.41461181640625,-121.63860321044922,Female,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.0,5898.6,No,0,53,4488,
3227-WLKLI,1,United States,California,San Francisco,94112,"37.720498, -122.443119",37.720497131347656,-122.443115234375,Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,No,0,26,4921,
3229-USWAR,1,United States,California,San Francisco,94129,"37.797526, -122.464531",37.79752731323242,-122.46453094482422,Female,No,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,No,0,26,3570,
3230-IUALN,1,United States,California,Eureka,95501,"40.796621, -124.15428",40.7966194152832,-124.15428161621094,Female,No,Yes,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.6,No,0,56,2934,
3230-JCNZS,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768882751464844,-122.39552307128906,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.65,No,0,74,4305,
3230-WYKIR,1,United States,California,San Francisco,94110,"37.750021, -122.415201",37.750022888183594,-122.41519927978516,Male,No,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,Yes,1,79,3306,Product dissatisfaction
3234-VKACU,1,United States,California,Sunol,94586,"37.587494, -121.862856",37.587493896484375,-121.86285400390625,Male,No,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,132.4,No,0,27,4799,
3235-ETOOB,1,United States,California,Lakeside,92040,"32.909873, -116.906774",32.909873962402344,-116.90677642822266,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,1,88,3683,Competitor offered higher download speeds
3237-AJGEH,1,United States,California,Bridgeville,95526,"40.372532, -123.525626",40.37253189086914,-123.52562713623047,Female,No,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,Yes,1,67,5122,Don't know
3239-TPHPZ,1,United States,California,Chula Vista,91910,"32.636792, -117.054989",32.63679122924805,-117.05499267578125,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,264.55,No,0,74,5453,
3243-ZHOHY,1,United States,California,Escondido,92025,"33.081478, -117.033814",33.081478118896484,-117.0338134765625,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,296.15,No,0,72,5052,
3244-CQPHU,1,United States,California,Berkeley,94710,"37.872902, -122.303708",37.872901916503906,-122.3037109375,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,0,57,5232,
3244-DCJWY,1,United States,California,Bakersfield,93312,"35.392599, -119.245341",35.39259719848633,-119.2453384399414,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,Yes,1,89,4133,Attitude of support person
3247-MHJKM,1,United States,California,Upland,91784,"34.141146, -117.655583",34.14114761352539,-117.65558624267578,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,0,72,3586,
3247-ZVOUO,1,United States,California,Downey,90240,"33.956228, -118.120993",33.95622634887695,-118.1209945678711,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,1,81,3336,Lack of self-service on Website
3249-VHRIP,1,United States,California,Fiddletown,95629,"38.513484, -120.704613",38.513484954833984,-120.7046127319336,Female,No,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,2748.7,No,0,53,4507,
3249-ZPQRG,1,United States,California,Diamond Springs,95619,"38.683605, -120.811852",38.6836051940918,-120.81185150146484,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,330.05,Yes,1,67,5048,Competitor made better offer
3251-YMVWZ,1,United States,California,San Andreas,95249,"38.196497, -120.61689",38.19649887084961,-120.61688995361328,Male,No,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,No,0,20,4865,
3253-HKOKL,1,United States,California,Elk Grove,95758,"38.35363, -121.44195",38.35363006591797,-121.44194793701172,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,No,0,29,4811,
3254-YRILK,1,United States,California,Dobbins,95935,"39.381174, -121.21191",39.38117218017578,-121.21190643310547,Male,Yes,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes,1,69,5683,Competitor had better devices
3255-GRXMG,1,United States,California,Playa Del Rey,90293,"33.947305, -118.439841",33.947303771972656,-118.4398422241211,Male,No,No,Yes,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,No,0,75,4403,
3256-EZDBI,1,United States,California,Greenville,95947,"40.160386, -120.835428",40.16038513183594,-120.8354263305664,Male,Yes,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,No,0,80,6285,
3258-SANFR,1,United States,California,Big Oak Flat,95305,"37.818589, -120.256995",37.81858825683594,-120.25699615478516,Male,Yes,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,276.5,No,0,30,4270,
3258-SYSWS,1,United States,California,Lakeside,92040,"32.909873, -116.906774",32.909873962402344,-116.90677642822266,Male,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,7845.8,No,0,56,4598,
3258-ZKPAI,1,United States,California,Sacramento,95815,"38.608405, -121.449942",38.60840606689453,-121.44994354248047,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.6,8337.45,No,0,59,5227,
3259-FDWOY,1,United States,California,Elk Grove,95758,"38.35363, -121.44195",38.35363006591797,-121.44194793701172,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,Yes,1,81,4072,Competitor offered higher download speeds
3259-KNMRR,1,United States,California,Montrose,91020,"34.2112, -118.230625",34.21120071411133,-118.23062133789062,Male,Yes,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.75,4438.2,No,0,79,5371,
3259-QMXUN,1,United States,California,Campo Seco,95226,"38.233879, -120.861666",38.23387908935547,-120.86166381835938,Male,No,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.1,4890.5,No,0,33,5666,
3261-CQXOL,1,United States,California,Concord,94521,"37.971421, -121.971504",37.97142028808594,-121.97150421142578,Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,No,0,37,4993,
3262-EIDHV,1,United States,California,Inglewood,90304,"33.936827, -118.359824",33.93682861328125,-118.35982513427734,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,No,0,49,6375,
3266-FTKHB,1,United States,California,Beale Afb,95903,"39.125311, -121.392283",39.12531280517578,-121.39228057861328,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.15,343.45,No,0,60,2717,
3269-ATYWD,1,United States,California,San Francisco,94123,"37.800254, -122.436975",37.800254821777344,-122.43697357177734,Male,Yes,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,Yes,1,65,4892,Don't know
3272-VUHPV,1,United States,California,Whittier,90602,"33.972119, -118.020188",33.97211837768555,-118.02018737792969,Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,No,0,21,3135,
3274-NSDWE,1,United States,California,Ivanhoe,93235,"36.385818, -119.224243",36.38581848144531,-119.2242431640625,Female,No,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,1441.65,No,0,68,6161,
3275-RHRNE,1,United States,California,Keeler,93530,"36.560498, -117.962461",36.56049728393555,-117.96246337890625,Male,No,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.0,1682.05,No,0,80,2797,
3276-HDUEG,1,United States,California,Maricopa,93252,"34.737031, -119.460557",34.737030029296875,-119.46055603027344,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,Yes,1,78,4838,Competitor offered higher download speeds
3278-FSIXX,1,United States,California,Blue Lake,95525,"40.94338, -123.831799",40.94337844848633,-123.83180236816406,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.25,74.2,No,0,27,5441,
3279-DYZQM,1,United States,California,Santa Clarita,91350,"34.502432, -118.41459",34.50243377685547,-118.41458892822266,Male,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,1378.45,No,0,63,5497,
3280-MRDOF,1,United States,California,Los Angeles,90067,"34.057496, -118.413959",34.0574951171875,-118.41395568847656,Male,Yes,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.1,2093.9,No,0,75,3415,
3280-NMUVX,1,United States,California,Rio Vista,94571,"38.148862, -121.737696",38.148860931396484,-121.7376937866211,Male,No,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,678.8,No,0,33,4669,
3282-ZISZV,1,United States,California,South El Monte,91733,"34.04622, -118.053753",34.04621887207031,-118.05375671386719,Male,No,No,No,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,No,0,71,3945,
3283-WCWXT,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127193450927734,-118.29564666748047,Male,No,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,153.3,No,0,52,2882,
3284-SVCRO,1,United States,California,Sunol,94586,"37.587494, -121.862856",37.587493896484375,-121.86285400390625,Female,No,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,No,0,47,3146,
3285-UCQVC,1,United States,California,Seaside,93955,"36.625114, -121.823565",36.62511444091797,-121.82356262207031,Female,No,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,1,82,4429,Don't know
3292-PBZEJ,1,United States,California,Greenview,96037,"41.528541, -122.955018",41.528541564941406,-122.95501708984375,Male,Yes,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,No,0,28,3175,
3295-YVUSR,1,United States,California,Glendale,91202,"34.167926, -118.267539",34.16792678833008,-118.26753997802734,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,0,47,5098,
3296-SILRA,1,United States,California,Lakeport,95453,"39.080469, -122.955176",39.080467224121094,-122.9551773071289,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,Yes,1,89,2426,Attitude of support person
3298-QEICA,1,United States,California,Fountain Valley,92708,"33.712036, -117.950113",33.7120361328125,-117.95011138916016,Female,No,Yes,No,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,No,0,73,4445,
3301-LSLWQ,1,United States,California,Vallejo,94592,"38.093701, -122.276589",38.09370040893555,-122.2765884399414,Female,No,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,1912.15,No,0,72,5590,
